"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
36,"self-employed","single","tertiary","no",351,"no","no",1,"failure",0.8399999737739563,0.1599999964237213,"no",0.8399999737739563
31,"management","single","tertiary","no",0,"yes","no",2,"other",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"blue-collar","single","secondary","no",0,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"admin.","divorced","secondary","no",4,"yes","no",0,"unknown",1,0,"no",1
29,"technician","married","secondary","no",132,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"housemaid","married","primary","no",196,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"management","single","tertiary","no",2915,"no","no",1,"failure",0.6700000166893005,0.33000001311302185,"no",0.6700000166893005
34,"self-employed","single","tertiary","no",5462,"no","no",0,"unknown",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
55,"management","single","tertiary","no",0,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
31,"services","single","secondary","no",181,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
24,"student","single","primary","no",474,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
25,"management","single","tertiary","no",219,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
34,"self-employed","married","tertiary","no",442,"yes","no",2,"other",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
34,"admin.","single","tertiary","no",18,"yes","yes",0,"unknown",0.7200000286102295,0.2800000011920929,"no",0.7200000286102295
47,"technician","married","secondary","no",0,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
25,"technician","married","tertiary","no",400,"no","no",0,"unknown",0.7300000190734863,0.27000001072883606,"no",0.7300000190734863
50,"management","married","tertiary","no",938,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
31,"services","single","tertiary","no",620,"no","no",1,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
38,"management","divorced","secondary","no",257,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
56,"retired","married","primary","no",1947,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
31,"admin.","married","secondary","no",35,"no","no",0,"unknown",1,0,"no",1
36,"management","married","tertiary","no",393,"yes","no",0,"unknown",1,0,"no",1
58,"unemployed","married","secondary","no",687,"yes","no",0,"unknown",1,0,"no",1
25,"student","single","secondary","no",2354,"no","no",7,"success",0.25,0.75,"yes",0.75
35,"services","married","unknown","no",618,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
43,"blue-collar","married","secondary","no",2105,"no","no",0,"unknown",1,0,"no",1
25,"student","single","secondary","no",1608,"no","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
51,"management","single","tertiary","no",5341,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
52,"blue-collar","married","secondary","no",1319,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
57,"housemaid","divorced","unknown","no",11632,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
41,"entrepreneur","married","secondary","no",30,"no","no",0,"unknown",1,0,"no",1
27,"blue-collar","single","primary","no",3342,"yes","no",4,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"management","married","tertiary","no",495,"no","no",1,"failure",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
49,"entrepreneur","single","secondary","no",5802,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
47,"blue-collar","married","primary","no",2749,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
54,"management","married","unknown","no",527,"yes","no",3,"failure",1,0,"no",1
34,"management","married","tertiary","no",0,"yes","no",1,"success",0.15000000596046448,0.8500000238418579,"yes",0.8500000238418579
30,"technician","married","secondary","no",776,"no","no",0,"unknown",1,0,"no",1
49,"admin.","single","unknown","no",1226,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
31,"management","single","tertiary","no",1619,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"blue-collar","married","secondary","no",298,"yes","no",3,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
41,"admin.","married","primary","no",1316,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
44,"blue-collar","married","secondary","no",630,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
70,"technician","married","secondary","no",3020,"no","no",0,"unknown",0.7599999904632568,0.23999999463558197,"no",0.7599999904632568
35,"management","married","tertiary","no",71,"yes","no",0,"unknown",1,0,"no",1
26,"technician","single","secondary","no",507,"no","no",0,"unknown",0.8399999737739563,0.1599999964237213,"no",0.8399999737739563
39,"management","married","tertiary","no",4539,"no","no",0,"unknown",1,0,"no",1
46,"technician","married","unknown","no",3914,"yes","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
34,"management","married","tertiary","no",-308,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
35,"technician","married","secondary","no",-288,"yes","yes",0,"unknown",1,0,"no",1
25,"technician","single","secondary","no",1105,"yes","no",1,"failure",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
55,"blue-collar","married","primary","no",3297,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"admin.","single","secondary","no",206,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"services","married","secondary","no",478,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"management","married","tertiary","no",0,"no","no",3,"other",0.7300000190734863,0.27000001072883606,"no",0.7300000190734863
45,"technician","married","secondary","no",89,"yes","no",2,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
33,"blue-collar","single","tertiary","no",700,"no","no",2,"success",0.25,0.75,"yes",0.75
32,"management","single","tertiary","no",697,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
35,"admin.","married","tertiary","no",286,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
50,"admin.","single","secondary","no",2252,"no","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
31,"admin.","single","tertiary","no",4041,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
33,"technician","married","tertiary","no",0,"no","no",0,"unknown",1,0,"no",1
31,"management","single","tertiary","no",354,"no","no",2,"success",0.09000000357627869,0.9100000262260437,"yes",0.9100000262260437
28,"self-employed","single","secondary","no",68,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
30,"admin.","single","tertiary","no",305,"no","no",2,"success",0.23999999463558197,0.7599999904632568,"yes",0.7599999904632568
45,"blue-collar","married","secondary","no",10252,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"technician","single","tertiary","no",6101,"no","no",1,"success",0.30000001192092896,0.699999988079071,"yes",0.699999988079071
36,"technician","single","secondary","no",1228,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
52,"management","married","tertiary","no",1356,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
27,"student","single","unknown","no",1444,"no","no",2,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
36,"management","married","tertiary","no",130,"no","no",0,"unknown",1,0,"no",1
40,"technician","single","tertiary","no",1646,"yes","no",3,"success",0.46000000834465027,0.5400000214576721,"yes",0.5400000214576721
50,"management","single","unknown","no",1277,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
28,"unemployed","single","primary","no",236,"no","no",3,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
33,"management","single","tertiary","no",5437,"no","no",1,"failure",0.6399999856948853,0.36000001430511475,"no",0.6399999856948853
56,"management","married","tertiary","no",2333,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
20,"student","married","unknown","no",292,"no","no",0,"unknown",0.6600000262260437,0.3400000035762787,"no",0.6600000262260437
45,"blue-collar","married","secondary","no",640,"yes","no",0,"unknown",1,0,"no",1
33,"management","single","tertiary","no",417,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
50,"management","divorced","tertiary","no",1270,"yes","no",0,"unknown",1,0,"no",1
38,"technician","divorced","secondary","no",902,"yes","no",1,"success",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
47,"technician","married","secondary","no",335,"no","no",1,"success",0.25,0.75,"yes",0.75
24,"student","single","unknown","no",0,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
33,"technician","single","tertiary","no",1636,"yes","no",1,"success",0.6899999976158142,0.3100000023841858,"no",0.6899999976158142
49,"admin.","married","secondary","no",3620,"no","no",0,"unknown",1,0,"no",1
25,"services","single","secondary","no",642,"yes","yes",0,"unknown",1,0,"no",1
40,"blue-collar","married","primary","no",-388,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
52,"unemployed","married","secondary","no",94,"no","no",1,"success",0.1899999976158142,0.8100000023841858,"yes",0.8100000023841858
33,"admin.","married","tertiary","no",69,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
60,"housemaid","married","primary","no",2580,"no","no",0,"unknown",1,0,"no",1
60,"technician","married","secondary","no",316,"no","no",4,"failure",0.7200000286102295,0.2800000011920929,"no",0.7200000286102295
29,"services","single","tertiary","no",8947,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
32,"student","single","tertiary","no",214,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
28,"management","single","tertiary","no",672,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
33,"technician","married","secondary","no",557,"no","no",0,"unknown",1,0,"no",1
49,"management","married","tertiary","no",1,"yes","no",0,"unknown",1,0,"no",1
48,"blue-collar","married","secondary","no",863,"yes","no",2,"success",0.33000001311302185,0.6700000166893005,"yes",0.6700000166893005
28,"student","single","secondary","no",891,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"management","divorced","tertiary","no",428,"yes","no",2,"failure",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
39,"admin.","married","secondary","no",563,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"admin.","single","secondary","no",1842,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
34,"management","single","tertiary","no",2187,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"blue-collar","married","primary","no",-65,"yes","no",0,"unknown",1,0,"no",1
42,"management","single","tertiary","no",10907,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
26,"admin.","single","secondary","no",160,"no","yes",0,"unknown",0.7900000214576721,0.20999999344348907,"no",0.7900000214576721
26,"management","single","tertiary","no",4683,"yes","no",1,"failure",0.800000011920929,0.20000000298023224,"no",0.800000011920929
22,"student","single","secondary","no",1925,"no","no",0,"unknown",0.7799999713897705,0.2199999988079071,"no",0.7799999713897705
41,"management","married","tertiary","no",298,"no","no",1,"other",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
57,"retired","divorced","primary","no",606,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
25,"student","single","secondary","no",41,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
26,"self-employed","single","tertiary","no",1153,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
32,"technician","married","secondary","no",282,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"blue-collar","married","secondary","no",72,"yes","no",3,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"self-employed","married","secondary","no",188,"yes","yes",2,"success",0.7200000286102295,0.2800000011920929,"no",0.7200000286102295
33,"admin.","divorced","secondary","no",661,"yes","no",3,"failure",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
40,"unemployed","single","secondary","no",356,"yes","no",2,"failure",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
30,"management","single","tertiary","no",11278,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
51,"blue-collar","married","primary","no",296,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"management","married","tertiary","no",520,"yes","no",5,"failure",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
33,"unemployed","single","tertiary","no",850,"no","no",0,"unknown",1,0,"no",1
28,"management","single","tertiary","no",678,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"management","married","tertiary","no",2458,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
30,"entrepreneur","single","secondary","no",572,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"management","married","tertiary","no",0,"yes","no",1,"failure",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
33,"management","married","tertiary","no",415,"no","no",1,"other",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
52,"technician","married","tertiary","no",876,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
37,"blue-collar","married","primary","no",2939,"yes","no",0,"unknown",1,0,"no",1
30,"self-employed","married","tertiary","no",2666,"no","no",1,"success",0.3499999940395355,0.6499999761581421,"yes",0.6499999761581421
31,"technician","married","secondary","no",4182,"yes","no",0,"unknown",1,0,"no",1
32,"management","married","tertiary","no",141,"yes","no",9,"success",0.3700000047683716,0.6299999952316284,"yes",0.6299999952316284
34,"management","single","tertiary","no",308,"yes","no",4,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
31,"management","single","tertiary","no",775,"yes","no",3,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
44,"self-employed","married","unknown","no",163,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
39,"management","single","tertiary","no",1515,"yes","no",6,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
53,"technician","married","secondary","no",112,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
28,"blue-collar","single","secondary","no",3817,"yes","no",0,"unknown",1,0,"no",1
23,"student","single","tertiary","no",82,"no","no",0,"unknown",0.6800000071525574,0.3199999928474426,"no",0.6800000071525574
32,"blue-collar","married","primary","yes",-148,"yes","no",15,"other",0.75,0.25,"no",0.75
55,"technician","single","secondary","no",1199,"no","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
32,"blue-collar","single","secondary","no",400,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
30,"management","single","tertiary","no",533,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
33,"management","married","secondary","no",11,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"management","married","tertiary","no",10884,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
43,"technician","married","secondary","no",4056,"no","no",2,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
29,"blue-collar","single","secondary","no",369,"yes","no",3,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
40,"admin.","married","secondary","no",1313,"yes","no",0,"unknown",1,0,"no",1
24,"student","single","unknown","no",782,"no","no",1,"other",0.5400000214576721,0.46000000834465027,"no",0.5400000214576721
26,"technician","single","secondary","no",237,"yes","no",0,"unknown",1,0,"no",1
30,"unemployed","married","secondary","no",476,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
24,"student","single","secondary","no",387,"no","no",0,"unknown",0.6800000071525574,0.3199999928474426,"no",0.6800000071525574
25,"unemployed","married","secondary","no",715,"no","no",0,"unknown",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
34,"blue-collar","married","secondary","no",315,"no","no",3,"success",0.4699999988079071,0.5299999713897705,"yes",0.5299999713897705
25,"student","single","secondary","no",203,"no","no",0,"unknown",0.6600000262260437,0.3400000035762787,"no",0.6600000262260437
57,"technician","married","tertiary","no",1103,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
32,"management","single","tertiary","no",202,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"admin.","single","secondary","no",690,"no","no",12,"failure",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
33,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
43,"technician","married","tertiary","no",2643,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
32,"management","single","tertiary","no",2360,"no","no",7,"success",0.23999999463558197,0.7599999904632568,"yes",0.7599999904632568
25,"student","married","tertiary","no",4923,"yes","yes",14,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
27,"management","single","tertiary","no",88,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
41,"technician","divorced","secondary","no",4047,"yes","no",1,"success",0.6399999856948853,0.36000001430511475,"no",0.6399999856948853
47,"blue-collar","married","secondary","no",668,"yes","no",2,"success",0.4300000071525574,0.5699999928474426,"yes",0.5699999928474426
30,"technician","married","secondary","no",2107,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"technician","single","tertiary","no",2443,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
29,"management","single","secondary","no",3317,"no","yes",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
20,"student","single","secondary","no",130,"no","no",0,"unknown",0.699999988079071,0.30000001192092896,"no",0.699999988079071
60,"management","married","tertiary","no",5041,"no","no",1,"success",0.25,0.75,"yes",0.75
28,"blue-collar","married","secondary","no",61,"yes","no",1,"success",0.5600000023841858,0.4399999976158142,"no",0.5600000023841858
28,"blue-collar","single","secondary","no",4229,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
56,"admin.","married","primary","no",2086,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
32,"blue-collar","divorced","secondary","no",3027,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
46,"admin.","single","secondary","no",148,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
55,"blue-collar","married","secondary","no",233,"yes","no",3,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"blue-collar","married","primary","no",5872,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"management","single","tertiary","no",808,"no","no",1,"failure",0.7799999713897705,0.2199999988079071,"no",0.7799999713897705
28,"unemployed","married","secondary","no",431,"yes","no",3,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
48,"services","married","secondary","no",288,"yes","no",0,"unknown",1,0,"no",1
38,"services","married","secondary","no",859,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
33,"management","single","tertiary","no",1373,"yes","no",2,"failure",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
35,"blue-collar","single","secondary","yes",-947,"yes","no",3,"failure",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
40,"blue-collar","married","secondary","no",195,"yes","no",5,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
46,"technician","married","tertiary","no",-582,"yes","no",9,"other",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"entrepreneur","married","primary","no",1390,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"blue-collar","married","secondary","no",931,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
46,"blue-collar","married","secondary","no",524,"yes","no",0,"unknown",1,0,"no",1
34,"management","single","tertiary","no",26575,"no","no",1,"failure",0.7900000214576721,0.20999999344348907,"no",0.7900000214576721
33,"admin.","single","secondary","no",346,"yes","no",2,"other",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
47,"management","single","secondary","no",-246,"yes","no",2,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
45,"management","married","primary","no",4758,"yes","no",6,"success",0.4699999988079071,0.5299999713897705,"yes",0.5299999713897705
35,"technician","single","tertiary","no",174,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
29,"management","single","tertiary","no",1514,"yes","no",7,"other",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
46,"entrepreneur","married","secondary","no",212,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"services","married","secondary","no",0,"yes","no",6,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
25,"admin.","single","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
26,"management","single","tertiary","no",4116,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
31,"management","divorced","tertiary","yes",10,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
31,"management","single","tertiary","no",170,"yes","yes",2,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
53,"entrepreneur","divorced","tertiary","no",321,"yes","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
30,"self-employed","single","tertiary","no",0,"yes","no",1,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
45,"admin.","married","secondary","no",46,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
40,"management","married","tertiary","no",710,"yes","no",2,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
47,"self-employed","married","primary","no",3363,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
46,"admin.","single","tertiary","no",2889,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
30,"blue-collar","single","secondary","no",80,"yes","yes",4,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
32,"management","single","tertiary","no",112,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"services","married","secondary","no",4430,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"management","married","tertiary","no",0,"yes","no",1,"failure",0.6100000143051147,0.38999998569488525,"no",0.6100000143051147
53,"technician","married","tertiary","no",431,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"admin.","single","secondary","no",151,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
43,"blue-collar","married","secondary","no",130,"no","no",3,"failure",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
36,"blue-collar","single","secondary","no",767,"yes","no",2,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
35,"management","single","tertiary","no",1,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
30,"blue-collar","married","secondary","no",61,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"blue-collar","married","primary","no",147,"yes","no",3,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
37,"blue-collar","married","secondary","no",288,"yes","no",0,"unknown",1,0,"no",1
29,"admin.","single","secondary","no",0,"yes","no",1,"other",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
41,"blue-collar","single","secondary","no",537,"yes","no",0,"unknown",1,0,"no",1
48,"blue-collar","single","secondary","no",0,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"management","single","tertiary","no",0,"yes","no",7,"failure",0.7599999904632568,0.23999999463558197,"no",0.7599999904632568
58,"admin.","married","secondary","no",2160,"yes","yes",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
54,"blue-collar","married","primary","no",714,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"admin.","divorced","secondary","no",930,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
32,"self-employed","single","tertiary","no",721,"yes","no",0,"unknown",0.8500000238418579,0.15000000596046448,"no",0.8500000238418579
41,"unemployed","married","secondary","no",0,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
26,"admin.","single","tertiary","no",6,"yes","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
47,"services","single","secondary","no",33,"yes","no",0,"unknown",1,0,"no",1
22,"student","single","secondary","no",562,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"blue-collar","single","secondary","no",1073,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"services","divorced","secondary","no",726,"yes","no",2,"other",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
30,"services","single","secondary","no",572,"yes","no",4,"other",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
29,"blue-collar","single","secondary","no",-16,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"admin.","married","secondary","no",182,"yes","yes",1,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
30,"technician","single","secondary","no",237,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"entrepreneur","married","tertiary","no",121,"yes","no",1,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
33,"admin.","married","secondary","no",30,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"self-employed","married","tertiary","no",210,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
24,"student","single","secondary","no",547,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
31,"services","single","secondary","no",187,"yes","no",1,"failure",1,0,"no",1
29,"technician","single","secondary","yes",-368,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"blue-collar","divorced","primary","no",1022,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
34,"management","married","tertiary","no",188,"no","no",0,"unknown",1,0,"no",1
27,"entrepreneur","single","secondary","no",376,"yes","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
30,"management","single","tertiary","no",6392,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
27,"technician","single","secondary","no",740,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
41,"management","married","secondary","no",6,"no","no",0,"unknown",1,0,"no",1
23,"technician","single","secondary","no",632,"yes","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
40,"blue-collar","single","secondary","no",411,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"services","married","secondary","no",0,"yes","no",8,"failure",1,0,"no",1
